N;REGION;PREFECTURE;CANTON;LOCALITE;INFRASTRUCTURE;SECTEUR;TYPE;STATUT;ETAT;LATITUDE;LONGITUDE;ALTITUDE
4055;SAVANES;TONE;TAMI;TAMI;LYCEE  DE TAMI;EDUCATION;LYCEE;PUBLIC;Bon;10,865142;0,043211;255.59436
4075;SAVANES;TONE;LOTOGOU + WARKAMBOU;LOTOGOU-CENTRE;LYCEE DE LOTOGOU;EDUCATION;LYCEE;PUBLIC;Bon;10,794492;0,024427;259.199219
4091;SAVANES;TONE;DAPAONG;DAPAONG;LYCEE DAPAONG VILLE 2;EDUCATION;LYCEE;PUBLIC;Bon;10,846905;0,213353;332.258911
4105;SAVANES;TONE;DAPAONG;DAPAONG;COLLEGE PRIVE LAÏC YENDOUPAB;EDUCATION;LYCEE;PRIVE;Bon;10,880963;0,198089;299.574219
4106;SAVANES;TONE;DAPAONG;DAPAONG;LYCEE NASSABLE;EDUCATION;LYCEE;PUBLIC;Bon;10,87912;0,200366;300.055054
4116;SAVANES;TONE;DAPAONG;DAPAONG;COLLEGE CATHOLIQUE SAINT ATHANASE;EDUCATION;LYCEE;CONFESSIONNEL;Bon;10,862852;0,191749;303.900269
4121;SAVANES;TONE;DAPAONG;DAPAONG;LYCEE J.J. ROUSSEAU;EDUCATION;LYCEE;PRIVE;Bon;10,877739;0,199872;298.612915
4122;SAVANES;TONE;DAPAONG;DAPAONG;COMPLEXE SCOLAIRE ARCHIMEDE (LYCÉE);EDUCATION;LYCEE;PRIVE;Bon;10,876654;0,199984;295.488647
4129;SAVANES;TONE;DAPAONG;DAPAONG;LYCEE KOMBONLOAGA;EDUCATION;LYCEE;PUBLIC;Bon;10,871862;0,188188;286.356323
4132;SAVANES;TONE;DAPAONG;DAPAONG;LYCEE TERRE DES HOMMES;EDUCATION;LYCEE;PRIVE;Bon;10,871996;0,186768;287.798218
4138;SAVANES;TONE;DAPAONG;DAPAONG;COMPLEXE SCOLAIRE RENE DES CARTES;EDUCATION;LYCEE;PRIVE;Bon;10,852352;0,200337;356.05127
4140;SAVANES;TONE;DAPAONG;DAPAONG;"COMPLEXE ""LA FLEUR""";EDUCATION;LYCEE;PRIVE;Bon;10,848599;0,197955;350.283447
4156;SAVANES;TONE;DAPAONG;DAPAONG;COMPLEXE SCOLAIRE YANFOM;EDUCATION;LYCEE;PRIVE;Bon;10,867565;0,213304;320.482788
4159;SAVANES;TONE;DAPAONG;DAPAONG;COLLEGE PROTESTANT LES LEADERS;EDUCATION;LYCEE;CONFESSIONNEL;Bon;10,853872;0,208331;342.592896
4164;SAVANES;TONE;DAPAONG;DAPAONG;COMPLEXE SCOLAIRE LE SAVOIR;EDUCATION;LYCEE;PRIVE;Bon;10,85802;0,208886;342.352661
4183;KARA;KOZAH;LAMA;KARA;GROUPE SCOLAIRE NOUVELLE VISION;EDUCATION;LYCEE;PRIVE;Bon;9,546281;1,185873;289.720825
4191;KARA;KOZAH;LAMA;KARA;LYCEE DONGOYO;EDUCATION;LYCEE;PUBLIC;Bon;9,538995;1,163232;291.162842
4195;KARA;KOZAH;AWANDJELO;ATEDA;LYCEE CHECK HAMDAN BEN RACHID;EDUCATION;LYCEE;CONFESSIONNEL;Bon;9,490401;1,208630;378.161377
4196;KARA;KOZAH;AWANDJELO;ATEDA;LYCEE CHECK HAMDAN BEN RACHID;EDUCATION;LYCEE;CONFESSIONNEL;Bon;9,490401;1,208630;378.161377
4201;KARA;KOZAH;AWANDJELO;AWENDJELO;LYCEE D'AWANDJELO;EDUCATION;LYCEE;PUBLIC;Bon;9,446721;1,207360;439.444946
4220;KARA;BASSAR;KABOU;KABOU;LYCEE DE KABOU;EDUCATION;LYCEE;PUBLIC;Bon;9,453838;0,821885;301.977661
4259;KARA;KERAN;KANTE;KANTE;LYCEE KANDE VILLE II;EDUCATION;LYCEE;PUBLIC;En construction;9,938335;1,048370;275.78186
4261;KARA;KERAN;KANTE;KANTE;LYCEE DE KANDE;EDUCATION;LYCEE;PUBLIC;Bon;9,954797;1,059054;247.423096
4294;KARA;DOUFELGOU;NIAMTOUGOU;NIAMTOUGOU;LYCEE DE L'AEROPORT;EDUCATION;LYCEE;PUBLIC;En construction;9,773167;1,108002;476.21521
4296;KARA;DOUFELGOU;NIAMTOUGOU;NIAMTOUGOU;LYCEE DE NIAMTOUGOU;EDUCATION;LYCEE;PUBLIC;Bon;9,751597;1,117237;452.663086
4301;KARA;DOUFELGOU;KOKA;KOKA;LYCEE PERE BRUNGARG;EDUCATION;LYCEE;CONFESSIONNEL;Bon;9,787630;1,124669;478.378174
4319;KARA;KOZAH;LANDA-POZENDA/KPINZINDE;KPANZINDE;LYCEE DE KPANZINDE;EDUCATION;LYCEE;PUBLIC;Bon;9,507202;1,283355;350.043213
4349;KARA;KOZAH;ATCHANGBADE;ATCHANGBADE;LYCEE ATCHANGBADE;EDUCATION;LYCEE;PUBLIC;Bon;9,478007;1,123433;311.830933
4366;KARA;KOZAH;ATCHANGBADE;KOUDJOUKADA;LYCEE KOUDJOUKADA;EDUCATION;LYCEE;PUBLIC;Bon;9,405495;1,107756;373.835571
4433;KARA;DOUFELGOU;ALLOUM;BROUKOU;LYCEE BROUKOU;EDUCATION;LYCEE;PUBLIC;Bon;9,738412;0,915000;217.141846
4487;KARA;BINAH;SOLLA;SOLLA;LYCEE SOLLA;EDUCATION;LYCEE;PUBLIC;Mauvais;9,904706;1,347889;442.569214
4532;KARA;KOZAH;LASSA;HOUDE;LYCEE DES MONTAGNES;EDUCATION;LYCEE;PUBLIC;Bon;9,648753;1,202897;530.048584
4551;KARA;KOZAH;LASSA;LASSA-SOUMDINA;LYCEE LASSA-SOUMDINA;EDUCATION;LYCEE;PUBLIC;Bon;9,617725;1,246931;371.912964
4582;KARA;DANKPEN;GUERIN KOUKA;GUERIN-KOUKA;LYCEE GUERIN KOUKA II;EDUCATION;LYCEE;PUBLIC;Bon;9,686683;0,618429;209.691772
4586;KARA;DANKPEN;GUERIN KOUKA;GUERIN-KOUKA;LYCEE GUERIN KOUKA I;EDUCATION;LYCEE;PUBLIC;Bon;9,703309;0,607167;217.862793
4612;KARA;DANKPEN;BAPURE;BAPURE;LYCEE BAPURE;EDUCATION;LYCEE;PUBLIC;Bon;9,524061;0,623188;166.672974
4633;KARA;DOUFELGOU;DEFALE;TAMDE;LYCEE DEFALE;EDUCATION;LYCEE;PUBLIC;Bon;9,868541;1,093987;394.023071
4682;KARA;ASSOLI;BAFILO;BAFILO/AGOUDADE;COMPLEXE SCOLAIRE EL-HOUDA;EDUCATION;LYCEE;CONFESSIONNEL;Bon;9,361088;1,250149;506.736694
4684;KARA;ASSOLI;BAFILO;BAFILO/AGOUDADE;LYCEE BAFILO;EDUCATION;LYCEE;PUBLIC;Bon;9,374334;1,245655;478.61853
4702;KARA;KOZAH;LAMA;KARA;LYCEE KARA SUD;EDUCATION;LYCEE;PUBLIC;Bon;9,534055;1,197961;308.947021
4707;KARA;KOZAH;LAMA;KARA;CENTRE DON BOSCO;EDUCATION;LYCEE;PRIVE;Bon;9,531055;1,185710;310.629272
4737;KARA;BASSAR;BASSAR;BASSAR;IAJ;EDUCATION;LYCEE;PRIVE;Bon;9,259673;0,784894;314.714844
4743;KARA;BASSAR;BASSAR;BASSAR;LYCEE;EDUCATION;LYCEE;PUBLIC;Bon;9,254504;0,787635;305.101807
4787;KARA;DANKPEN;BAPURE;BAPURE;LYCEE BAPURE;EDUCATION;LYCEE;PUBLIC;Bon;9,524051;0,623075;168.355225
4819;KARA;BINAH;LAMA-DESSI;FARENDE;LYCEE FARENDE;EDUCATION;LYCEE;PUBLIC;Bon;9,724436;1,241525;429.591675
4842;KARA;BINAH;KETAO;KETAO;LYCEE  KETAO;EDUCATION;LYCEE;PUBLIC;Bon;9,656508;1,319186;366.866089
4870;KARA;KOZAH;LAMA;KARA;COMPLEXE SCOLAIRE ESPOIR;EDUCATION;LYCEE;PRIVE;Bon;9,557277;1,203178;309.427734
4871;KARA;KOZAH;LAMA;KARA;LYCEE KARA 2;EDUCATION;LYCEE;PUBLIC;Bon;9,560711;1,205641;328.173218
4874;KARA;KOZAH;LAMA;KARA;INSTITUT POLYTECHNIQUE ANAN PIERRO;EDUCATION;LYCEE;PRIVE;Bon;9,559723;1,204523;329.374878
4887;KARA;KOZAH;BOHOU;BOHOU;LYCEE YADE BOHOU;EDUCATION;LYCEE;PUBLIC;Bon;9,615357;1,163399;355.330322
4902;KARA;KOZAH;LAMA;KPEDAH;LYCEE LAMA KPEDAH;EDUCATION;LYCEE;PUBLIC;Bon;9,592633;1,185527;328.894287
4906;KARA;BASSAR;BANDJELI;BANGELI;LYCEE BANGELI;EDUCATION;LYCEE;PUBLIC;Bon;9,415946;0,626582;287.557861
5015;KARA;BINAH;PAGOUDA;PAGOUDA/WAZE;LYCEE DE PAGOUDA;EDUCATION;LYCEE;PUBLIC;Bon;9,742937;1,310544;433.43689
5033;KARA;ASSOLI;ALEDJO;ALEDJO KADARA;LYCEE ALEDJO KADARA;EDUCATION;LYCEE;PUBLIC;Bon;9,250206;1,206578;806.665771
5049;KARA;KOZAH;LANDA;LANDA;LYCEE LANDA;EDUCATION;LYCEE;PUBLIC;Bon;9,669516;1,270235;392.581055
5087;KARA;BASSAR;BASSAR;BINAPARBA;LYCEE BINAPARBA;EDUCATION;LYCEE;PUBLIC;Bon;9,243416;0,765159;333.941162
5098;KARA;BASSAR;BASSAR;BIYAKPABE;IAJ(INSTITUT ARNAULD JHONSON;EDUCATION;LYCEE;PRIVE;Bon;9,283352;0,776486;338.507446
5103;KARA;BASSAR;BASSAR;BASSAR;LYCEE NINAPARBA;EDUCATION;LYCEE;PUBLIC;Bon;9,243115;0,765341;334.902466
5155;KARA;DOUFELGOU;SIOU;BALIGA;LYCEE SIOU;EDUCATION;LYCEE;PUBLIC;Bon;9,812785;1,201924;383.688965
5193;KARA;KOZAH;LAMA;KARA;LYCEE KARA I;EDUCATION;LYCEE;PUBLIC;Bon;9,554783;1,182598;305.342163
5215;KARA;KOZAH;TCHITCHAO;TCHITCHAO;LYCEE TCHITCHAO;EDUCATION;LYCEE;PUBLIC;En construction;9,621942;1,134717;322.645752
5276;KARA;KERAN;NADOBA;NADOBA;LYCEE;EDUCATION;LYCEE;PUBLIC;Bon;10,128503;1,083542;214.257935
5319;KARA;ASSOLI;SOUDOU;SOUDOU;LYCEE SOUDOU;EDUCATION;LYCEE;PUBLIC;Bon;9,359601;1,343934;457.950195
5348;LOME COMMUNE;ARRONDISSEMENT V;ABOVE;ABOVE;ITCS;EDUCATION;LYCEE;PUBLIC;;6,15912;1,20448;
5386;LOME COMMUNE;ARRONDISSEMENT V;AFLAO GAKLI;AFLAO GAKLI;INSTITUT TECHNIQUE ET MODERNE HAMPATE BA;EDUCATION;LYCEE;PUBLIC;;6,18113;1,19932;
5396;LOME COMMUNE;ARRONDISSEMENT V;AFLAO GAKLI;AFLAO GAKLI;COMPLEXE SCOLAIRE LA GARANDERIE;EDUCATION;LYCEE;PUBLIC;;6,17787;1,20392;
5413;LOME COMMUNE;ARRONDISSEMENT V;AGBALEPEDOGAN;AGBALEPEDOGAN;COLLEGE PROTESTANT D'AGBALAPEDO;EDUCATION;LYCEE;PUBLIC;;6,19457;1,19405;
5414;LOME COMMUNE;ARRONDISSEMENT V;AGBALEPEDOGAN;AGBALEPEDOGAN;LYCEE DE 2 FEVRIER;EDUCATION;LYCEE;PUBLIC;;6,19573;1,1976;
5419;LOME COMMUNE;ARRONDISSEMENT V;AGBALEPEDOGAN;AGBALEPEDOGAN;COMPLEXE SCOLAIRE VENUNYE;EDUCATION;LYCEE;PUBLIC;;6,1974;1,1961;
5421;LOME COMMUNE;ARRONDISSEMENT V;AGBALEPEDOGAN;AGBALEPEDOGAN;LYCEE TECHNIQUE LES TALENTS;EDUCATION;LYCEE;PUBLIC;;6,1959;1,202;
5433;LOME COMMUNE;ARRONDISSEMENT V;AGBALEPEDOGAN;AGBALEPEDOGAN;ASDA CEG LYCEE PRIVES;EDUCATION;LYCEE;PUBLIC;;6,19265;1,20527;
5448;LOME COMMUNE;ARRONDISSEMENT I;AGUIAKOME;AGUIAKOME;INSTITUT MAWULI;EDUCATION;LYCEE;PUBLIC;;6,13097;1,22898;
5462;LOME COMMUNE;ARRONDISSEMENT II;AKODESSEWA KPOTA;AKODESSIWA KPOTA;ECOLE LAIQUE ST ANTOINE DE PADOU;EDUCATION;LYCEE;PUBLIC;;6,16812;1,28007;
5464;LOME COMMUNE;ARRONDISSEMENT II;AKODESSEWA KPOTA;AKODESSIWA KPOTA;C E G et LYCEE  ADAKPAME;EDUCATION;LYCEE;PUBLIC;;6,1642;1,2817;
5476;LOME COMMUNE;ARRONDISSEMENT III;AMOUTIVE;AMOUTIVE;INSTITUT TECHNIQUE LA SORBONNE;EDUCATION;LYCEE;PUBLIC;;6,13937;1,23385;
5481;LOME COMMUNE;ARRONDISSEMENT III;AMOUTIVE;AMOUTIVE;SYLVIA MODERN ACADEMY  (SMA);EDUCATION;LYCEE;PUBLIC;;6,1406;1,23503;
5522;LOME COMMUNE;ARRONDISSEMENT II;ANFAME;ANFAME;LYCCE MODERNE SAINT MICHEL ANFAME;EDUCATION;LYCEE;PUBLIC;;6,16752;1,27473;
5548;LOME COMMUNE;ARRONDISSEMENT III;ANTONIO NETIME;ANTONIO NETIME;NIPIC-PLURI-TECHNIQUE;EDUCATION;LYCEE;PUBLIC;;6,13478;1,24817;
5553;LOME COMMUNE;ARRONDISSEMENT II;ATIEGOU;ATIEGOU;LYCEE TECHNIQUE D'ATIEGOU;EDUCATION;LYCEE;PUBLIC;;6,19702;1,25833;
5557;LOME COMMUNE;ARRONDISSEMENT II;ATIEGOU;ATIEGOU;COMPLEXE SCOLAIRE LE SINAÏ;EDUCATION;LYCEE;PUBLIC;;6,19677;1,25698;
5564;LOME COMMUNE;ARRONDISSEMENT II;ATIEGOU;ATIEGOU;COMPLEXE SCOLAIRE SCHAUNIEL;EDUCATION;LYCEE;PUBLIC;;6,196;1,2551;
5568;LOME COMMUNE;ARRONDISSEMENT II;ATIEGOU;ATIEGOU;INSTITUT TECHNIQUE NOUVELLE VISION;EDUCATION;LYCEE;PUBLIC;;6,19638;1,26023;
5569;LOME COMMUNE;ARRONDISSEMENT II;ATIEGOU;ATIEGOU;COMPLEXE SCOLAIRE CLAVAL;EDUCATION;COMPLEXE SCOLAIRE;;;6,19688;1,26135;
5587;LOME COMMUNE;ARRONDISSEMENT II;ATIEGOU;ATIEGOU;COMPLEXE SCOLAIRE AKOSSOU DE LOME;EDUCATION;LYCEE;PUBLIC;;6,18863;1,27117;
5601;LOME COMMUNE;ARRONDISSEMENT V;AVENOU BATOME;AVENOU BATOME;GROUPE SCOLAIRE LE CADRE;EDUCATION;LYCEE;PUBLIC;;6,17725;1,18917;
5647;LOME COMMUNE;ARRONDISSEMENT III;BE HEDJE;BE HEDJE;ENSEMBLE SCOLAIRE LE DEFI;EDUCATION;LYCEE;PUBLIC;;6,15325;1,26328;
5665;LOME COMMUNE;ARRONDISSEMENT V;BE KLIKAME;BE KLIKAME;LYCEE DE  BE KLIKAME;EDUCATION;LYCEE;PUBLIC;;6,17445;1,20562;
5703;LOME COMMUNE;ARRONDISSEMENT II;BE KPOTA;BE KPOTA;LYCEE BE KPOTA;EDUCATION;LYCEE;PUBLIC;;6,16232;1,26288;
5710;LOME COMMUNE;ARRONDISSEMENT II;BE KPOTA;BE KPOTA;IETPG LA PLENITUDE;EDUCATION;LYCEE;PUBLIC;;6,15963;1,25653;
5733;LOME COMMUNE;ARRONDISSEMENT II;BE KPOTA;BE KPOTA;INSTITUT TECHNIQUE ET COMMERCIAL (ITEC) LA GRACE;EDUCATION;LYCEE;PUBLIC;;6,16807;1,26477;
5743;LOME COMMUNE;ARRONDISSEMENT II;BE KPOTA;BE KPOTA;COMPLEXE SCOLAIRE MONDJI LA BERGERE;EDUCATION;LYCEE;PUBLIC;;6,15657;1,2543;
5745;LOME COMMUNE;ARRONDISSEMENT II;BE KPOTA;BE KPOTA;INSTITUT LA POLYVALENCE;EDUCATION;LYCEE;PUBLIC;;6,158;1,25767;
5772;LOME COMMUNE;ARRONDISSEMENT V;DOGBEAVOU;DOGBEAVOU;"COMPLEXE SCOLAIRE ""CONNAISSANCE PLUS""";EDUCATION;LYCEE;PUBLIC;;6,15033;1,21643;
5789;LOME COMMUNE;ARRONDISSEMENT III;DOULASSAME;DOULASSAME;COMPLEXE SCOLAIRE NOTRE DAME DES APOTRES;EDUCATION;LYCEE;CONFESSIONNEL;Bon;6,137055;1,225312;11.421265
5803;MARITIME;GOLFE;AFLAO-SAGBADO;WONYOME;"COMPLEXE SCOLAIRE ""ENTENTE""";EDUCATION;LYCEE;PRIVE;Bon;6,18913;1,157085;36.175049
5812;MARITIME;GOLFE;AFLAO-SAGBADO;WONYOME;COMPLEXE SCOLAIRE LE COCOTIER;EDUCATION;LYCEE;PRIVE;Bon;6,190859;1,159636;32.089478
5813;MARITIME;GOLFE;AFLAO-SAGBADO;WONYOME;LYCEE D'ADIDOGOME 2;EDUCATION;LYCEE;PUBLIC;Bon;6,19356;1,156602;33.771729
5826;MARITIME;GOLFE;AFLAO-SAGBADO;SAGBADO;COMPLEXE SCOLAIRE AMITIE-CONCORDE;EDUCATION;LYCEE;PRIVE;Bon;6,194516;1,140256;36.175049
5839;MARITIME;GOLFE;AFLAO-SAGBADO;APEDOKOE/APEDOKOE;COMPLEXE SCOLAIRE JEAN GUTEMBERG;EDUCATION;LYCEE;PRIVE;Bon;6,199458;1,141669;43.384766
5848;MARITIME;GOLFE;AFLAO-SAGBADO;SAGBADO;INSTITUT MICRO-PLUS;EDUCATION;LYCEE;PRIVE;Bon;6,196803;1,142656;42.423584
5856;MARITIME;GOLFE;AFLAO-SAGBADO;SAGBADO;LA GRANDE ROYALE;EDUCATION;LYCEE;PRIVE;Bon;6,197094;1,120393;26.802246
5873;LOME COMMUNE;ARRONDISSEMENT V;DOUMASSESSE;DOUMASSESSE;ECOLE ANNA MARIA;EDUCATION;LYCEE;PUBLIC;;6,16367;1,22053;
5888;LOME COMMUNE;ARRONDISSEMENT I;FREAU JARDIN;FREAU JARDIN;INSTITUT LA PROVIDENCE;EDUCATION;LYCEE;PUBLIC;;6,13223;1,22313;
5892;LOME COMMUNE;ARRONDISSEMENT III;GBENYEDJI;GBENYEDJI;COLLEGE TECHNIQUE LAMARTINE;EDUCATION;LYCEE;PUBLIC;;6,14863;1,25763;
5900;LOME COMMUNE;ARRONDISSEMENT III;GBENYEDJI;GBENYEDJI;LYCEE DE GBENYEDJI;EDUCATION;LYCEE;PUBLIC;;6,14535;1,25527;
5963;MARITIME;GOLFE;VAKPOSSITO;NADEGBE;INSTITUT SCOLAIRE NOTRE DAME DE L'EGLISE;EDUCATION;LYCEE;CONFESSIONNEL;Bon;6,219506;1,155156;44.586548
5970;LOME COMMUNE;ARRONDISSEMENT III;GBENYEDJI;GBENYEDJI;LYCEE CICERON;EDUCATION;LYCEE;PUBLIC;;6,1493;1,25645;
5975;LOME COMMUNE;ARRONDISSEMENT III;GBENYEDJI;GBENYEDJI;ITEM;EDUCATION;LYCEE;PUBLIC;;6,14772;1,25197;
5981;LOME COMMUNE;ARRONDISSEMENT III;GBENYEDJI;GBENYEDJI;COMPLEXE SCOLAIRE BG POUSSINETS;EDUCATION;LYCEE;PUBLIC;;6,14752;1,25543;
6018;MARITIME;GOLFE;AGOENYIVE;LOGOPE ATSANVE;"COMPLEXE SCOLAIRE ""LA CLEMENCE""";EDUCATION;LYCEE;PRIVE;Bon;6,241558;1,17918;50.114136
6025;MARITIME;GOLFE;AGOENYIVE;LOGOPE;"COMPLEXE SCOLAIRE ""LE LEADER""";EDUCATION;LYCEE;PRIVE;Bon;6,2397;1,178652;51.315674
6038;MARITIME;GOLFE;AGOENYIVE;SSOGBOSSITO;"COMPLEXE SCOLAIRE ""ST RAPHAEL""";EDUCATION;LYCEE;PRIVE;Bon;6,25699;1,16731;53.238281
6043;MARITIME;GOLFE;AGOENYIVE;SOGBOSSITO;COMPLEXE SCOLAIRE PATER VOLUNTAS;EDUCATION;LYCEE;PRIVE;Bon;6,249668;1,173453;50.114136
6056;MARITIME;GOLFE;AGOENYIVE;AGOE LOGOPE;COMPLEXE SCOLAIRE NANDABA;EDUCATION;LYCEE;PRIVE;Bon;6,232317;1,173516;48.431763
6060;MARITIME;GOLFE;AGOENYIVE;AGOE LOGOPE;COMPLEXE SCOLAIRE LA FABIENNE III;EDUCATION;LYCEE;PRIVE;Bon;6,2339;1,160524;50.835083
6077;MARITIME;GOLFE;AGOENYIVE;ANOME;LYCEE RENE-MARTINE;EDUCATION;LYCEE;PRIVE;Bon;6,215265;1,187518;44.346313
6096;MARITIME;GOLFE;AGOENYIVE;KOVE;"COMPLEXE SCOLAIRE ""LE ROSSIGNOL""";EDUCATION;LYCEE;PRIVE;Bon;6,258228;1,151851;54.920532
6145;MARITIME;GOLFE;AGOENYIVE;GNAMASSIGAN;LYCEE DE SOGBOSSITO;EDUCATION;LYCEE;PUBLIC;Bon;6,25865;1,179419;33.771729
6153;MARITIME;GOLFE;AGOENYIVE;GNAMASSIGAN;COMPLEXE SCOLAIRE PROMO EDUCATOIN;EDUCATION;LYCEE;PRIVE;Bon;6,259954;1,175404;36.655762
6190;MARITIME;GOLFE;LEGBASSITO;LEGBASSITO;COMPLEXE SCOLAIRE GENERATION OBAMA;EDUCATION;LYCEE;PRIVE;Bon;6,267526;1,156667;51.075317
6232;MARITIME;GOLFE;AGOENYIVE;AGOE-DEMAKPOE;COMPLEXE SCOLAIRE PRIVE PAYARAMA;EDUCATION;LYCEE;PRIVE;Bon;6,246407;1,196501;34.492798
6247;MARITIME;GOLFE;AGOENYIVE;AGOE-ZONGO;COMPLEXE SCOLAIRE ISLAMIQUE;EDUCATION;LYCEE;CONFESSIONNEL;Bon;6,255093;1,205192;18.87146
6255;MARITIME;GOLFE;AGOENYIVE;AGOE;COMPLEXE SCOLAIRE LE LEVANT;EDUCATION;LYCEE;PRIVE;Bon;6,238187;1,206265;30.647583
6296;MARITIME;GOLFE;BAGUIDA;BAGUIDA;CPL MANUELA;EDUCATION;LYCEE;PRIVE;Bon;6,180381;1,327583;15.747192
6316;MARITIME;GOLFE;BAGUIDA;BAGUIDA LOMNAVA;LE TRESOR ENSEIGNEMENT;EDUCATION;LYCEE;PRIVE;Bon;6,185996;1,317194;15.506958
6323;MARITIME;GOLFE;BAGUIDA;ADAMAVO/ADAMAVO;COMPLEXE SCOLAIRE JOSEI TODA;EDUCATION;LYCEE;PRIVE;Bon;6,167156;1,317202;11.180908
6326;MARITIME;GOLFE;BAGUIDA;ADAMAVO/ADAMAVO;COMPLEXE SCOLAIRE EUREKA ADAMAVO;EDUCATION;LYCEE;PRIVE;Bon;6,176997;1,309803;23.437622
6331;MARITIME;GOLFE;BAGUIDA;ABLODESSIKO;LE TRESOR COLLEGE ET LYCEE;EDUCATION;LYCEE;PRIVE;Bon;6,175588;1,315219;16.708496
6366;MARITIME;GOLFE;SANGUERA;KLEME;LYCEE DE SANGUERA;EDUCATION;LYCEE;PUBLIC;Bon;6,231455;1,11773;54.680298
6371;MARITIME;GOLFE;SANGUERA;KLEME;ECOLE PRIVEE LES LUMIERES;EDUCATION;LYCEE;PRIVE;Bon;6,229994;1,123481;50.35437
6399;MARITIME;GOLFE;TOGBLEKOPE;TOGBLECOPE;LYCEE PRESTIGE DE TOGBLE;EDUCATION;LYCEE;PRIVE;Bon;6,27918;1,209528;21.515015
6442;MARITIME;GOLFE;AFLAO-SAGBADO;AFLAO-SAGBODO;COMPLEXE SCOLAIRE BORDJO;EDUCATION;LYCEE;PRIVE;Bon;6,20578;1,133826;44.586548
6446;MARITIME;GOLFE;AFLAO-SAGBADO;AFLAO-SAGBODO;COMPLEXE  SCOLAIRE MARANATHA;EDUCATION;LYCEE;PRIVE;Bon;6,212784;1,129144;41.702515
6479;MARITIME;GOLFE;SANGUERA;ZANGUERA;INSTITUT SCOLAIRE SANTA MARIA;EDUCATION;LYCEE;PRIVE;Bon;6,231362;1,103761;49.15271
6506;MARITIME;GOLFE;BAGUIDA;KPOGAN;LYCEE SAINTE CATHERINE;EDUCATION;LYCEE;PRIVE;Bon;6,186125;1,377139;14.305298
6533;LOME COMMUNE;ARRONDISSEMENT II;HEDZRANAWOE;HEDZRANAWOE;INSTITUT TECHNIQUE NOGEN;EDUCATION;LYCEE;PUBLIC;;6,17308;1,23453;
6546;LOME COMMUNE;ARRONDISSEMENT II;HEDZRANAWOE;HEDZRANAWOE;INSTITUT LA VIGILANCE;EDUCATION;COMPLEXE SCOLAIRE;;;6,18272;1,2375;
6558;LOME COMMUNE;ARRONDISSEMENT II;HEDZRANAWOE;HEDZRANAWOE;COMPLEXE SCOLAIRE BELLES ETOILES;EDUCATION;COMPLEXE SCOLAIRE;;;6,17638;1,24833;
6561;LOME COMMUNE;ARRONDISSEMENT II;HEDZRANAWOE;HEDZRANAWOE;INSTITUT SCOLAIRE SITOU;EDUCATION;COMPLEXE SCOLAIRE;;;6,17545;1,24555;
6565;LOME COMMUNE;ARRONDISSEMENT II;HEDZRANAWOE;HEDZRANAWOE;COMPLEXE SCOLAIRE GLORIA;EDUCATION;COMPLEXE SCOLAIRE;;;6,1992;1,25157;
6570;LOME COMMUNE;ARRONDISSEMENT II;HEDZRANAWOE;HEDZRANAWOE;INSTITUT PRIVE LAÏQUE LA CONFIANCE;EDUCATION;COMPLEXE SCOLAIRE;;;6,1851;1,2471;
6574;LOME COMMUNE;ARRONDISSEMENT II;HEDZRANAWOE;HEDZRANAWOE;INSTITUT SCOLAIRE AKOLY FOADEY;EDUCATION;LYCEE;PUBLIC;;6,18823;1,24985;
6579;LOME COMMUNE;ARRONDISSEMENT II;HEDZRANAWOE;HEDZRANAWOE;COMPLEXE SCOLAIRE NOTRE DAME DE LA TRINITE;EDUCATION;LYCEE;PUBLIC;;6,19103;1,25347;
6583;LOME COMMUNE;ARRONDISSEMENT II;KANYIKOPE;KANYIKOPE;INSTITUT POLYVALENT LE ROITELET;EDUCATION;LYCEE;PRIVE;Bon;6,166691;1,299009;15.987549
6592;LOME COMMUNE;ARRONDISSEMENT II;KANYIKOPE;KANYIKOPE;COMPLEXE SCOLAIRE FOLY-BEBE;EDUCATION;LYCEE;PUBLIC;;6,16682;1,29515;
6617;LOME COMMUNE;ARRONDISSEMENT II;KELEGOUGAN;KELEGOUGAN;THE AMERICAN INTERNATIONAL SCHOOL OF LOME;EDUCATION;LYCEE;PRIVE;Bon;6,20447;1,247873;24.639282
6621;LOME COMMUNE;ARRONDISSEMENT II;KELEGOUGAN;KELEGOUGAN;COMPLEXE SCOLAIRE ISLAMIQUE TANKO;EDUCATION;LYCEE;CONFESSIONNEL;Bon;6,213678;1,25348;18.631104
6636;LOME COMMUNE;ARRONDISSEMENT II;KELEGOUGAN;KELEGOUGAN;ECOLE EYA MOYA;EDUCATION;LYCEE;PUBLIC;;6,19683;1,24333;
6639;LOME COMMUNE;ARRONDISSEMENT II;KELEGOUGAN;KELEGOUGAN;INSTITUT PRIVE LAÏQUE ISAAC NEWTON;EDUCATION;LYCEE;PUBLIC;;6,2011;1,24198;
6640;LOME COMMUNE;ARRONDISSEMENT II;KELEGOUGAN;KELEGOUGAN;COMPLEXE SCOLAIRE LA SYNTHESE;EDUCATION;COMPLEXE SCOLAIRE;;;6,20127;1,24205;
6641;LOME COMMUNE;ARRONDISSEMENT II;KELEGOUGAN;KELEGOUGAN;NICA;EDUCATION;LYCEE;PUBLIC;;6,20142;1,24268;
