N;REGION;PREFECTURE;CANTON;LOCALITE;INFRASTRUCTURE;SECTEUR;TYPE;STATUT;ETAT;LATITUDE;LONGITUDE;ALTITUDE
1590;MARITIME;BAS-MONO;AFAGNAGAN;AGBLETA;ECOLE PRIVEE LAIQUE LIGHT D'AGBLETA;EDUCATION;ECOLE PRIMAIRE;PRIVE;Mauvais;6,498725;1,621048;86.643921
1591;MARITIME;BAS-MONO;AFAGNAGAN;AGBLETA AVOUYI-KOPE;ECOLE PRIMAIRE CATHOLIQUE D'AVOUYI-KOPE;EDUCATION;ECOLE PRIMAIRE;PRIVE;Mauvais;6,503105;1,616136;87.605103
1592;MARITIME;BAS-MONO;AFAGNAGAN;AGBLETA;COMPLEXE SCOLAIRE COSMOS;EDUCATION;ECOLE PRIMAIRE;PRIVE;Mauvais;6,497114;1,623584;83.519653
1595;MARITIME;BAS-MONO;KPETSOU;KPESSOU;ECOLE PRIMAIRE PUBLIQUE GNINOUME-KPOTA;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,507054;1,582941;94.815063
1596;MARITIME;VO;DAGBATI;TODOME;EPP DAGBATI-TODOME;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,484003;1,51483;63.332153
1597;MARITIME;VO;DAGBATI;AGBOHONOU;EPP AGBOHONOU;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,485657;1,505457;57.804565
1598;MARITIME;VO;DAGBATI;DAGBATI;EPP DAGBATI GROUPE -A;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,482837;1,499282;69.580566
1599;MARITIME;VO;DAGBATI;DAGBATI;EPP D'AGBATI GROUPE B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,483168;1,499213;72.224121
1600;MARITIME;VO;DAGBATI;KOME;EPP DAGBATI - KOME;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,504465;1,4902;77.751831
1602;MARITIME;VO;DAGBATI;AHONKPE;EPP TODOME;EDUCATION;ECOLE PRIMAIRE;PUBLIC;En construction;6,503844;1,497855;91.210083
1603;MARITIME;VO;DAGBATI;AHONKPE;EPP AHONKPE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,504346;1,501089;81.597046
1604;MARITIME;VO;DAGBATI;BADO;ECOLE PRIMAIRE PUBLIQUE DE BADO;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,545348;1,504744;55.881958
1606;MARITIME;VO;DAGBATI;ASSO;EPP ASSO GROUPE A;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,487839;1,475543;72.464478
1607;MARITIME;VO;DAGBATI;ASSO;EPP ASSO GROUPE B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,487262;1,476034;82.317993
1609;MARITIME;VO;DAGBATI;TETEME;EPP TETEME;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,428622;1,483027;61.409546
1613;MARITIME;VO;DAGBATI;AGOTEKPE;EPP AGOTEKPE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,435635;1,503963;64.053101
1614;MARITIME;VO;DAGBATI;WUGANDOME;ECOLE PRIMAIRE PUBLIQUE DE WUGANDOME;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,435472;1,494268;71.74353
1615;MARITIME;VO;DAGBATI;AGNIHENOU;ECOLE PRIMAIRE PUBLIQUE AGNIHENOU;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,435569;1,488466;75.588745
1616;MARITIME;VO;DAGBATI;WLAME;EPP WLAME;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,442277;1,483494;84.000244
1617;MARITIME;VO;DAGBATI;TOKA;EPP TOKA;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,416087;1,478808;52.75769
1618;MARITIME;VO;VOGAN;AFOWUIME;EPP AFOWUIME;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,377039;1,516112;56.362549
1619;MARITIME;VO;VOGAN;SAPE;EPP SAPE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,388751;1,525153;58.765747
1620;MARITIME;VO;VOGAN;HOTAME;ECOLE PRIMAIRE CATHOLIQUE HOTAME;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Mauvais;6,386271;1,527217;56.84314
1623;MARITIME;VO;VOGAN;WOUDJAGLIN;EPP WOUDJAGLIN;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,392796;1,515486;59.24646
1624;MARITIME;VO;VOGAN;GAHONOU;EPP GAHONOU;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,403783;1,527408;69.099976
1625;MARITIME;VO;VOGAN;ATIKPAME;EPP ATIKPAME;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,410807;1,525677;60.928833
1626;MARITIME;VO;VOGAN;BOKO-TOTSOAGNI;EPP BOKO-TOTSOAGNI/A;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,425835;1,532212;40.020264
1627;MARITIME;VO;VOGAN;BOKO-TOTSOAGNI;EPP BOKO-TOTSOAGNI/B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,425846;1,528961;56.602905
1628;MARITIME;VO;VOGAN;AVETSEDOME;EPP AVETSEDOME;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,425918;1,51333;76.550171
1629;MARITIME;VO;VOGAN;LEGBANOU;ECOLE DE LA MISSION CHRETIENNE DE LEGBANOU (EMC);EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,374207;1,532802;54.920532
1631;MARITIME;VO;VOGAN;MASSEKOPE;EPP MASSEKOPE GROUPE A;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,368806;1,539174;47.230103
1632;MARITIME;VO;VOGAN;MASSEKOPE;EPP MASSEKOPE GROUPE B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,368679;1,539079;50.35437
1633;MARITIME;VO;VOGAN;HANGBAKOE;EPP HANGBAKOE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,358651;1,549385;53.718994
1634;MARITIME;VO;VOGAN;VOGAN;EPP NOVISSI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,346491;1,531917;45.547852
1638;MARITIME;VO;VOGAN;VOGAN;EPP ADJREGO GROUPE C;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,33814;1,528234;36.655762
1640;MARITIME;VO;VOGAN;VOGAN;EPP ADJREGO GROUPE B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,336554;1,527737;36.415405
1641;MARITIME;VO;VOGAN;VOGAN;EPP ADJREGO GROUPE A;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,336718;1,527592;37.8573
1644;MARITIME;VO;TOGOVILLE;TOGOVILLE;ECOLE PRIMAIRE CATHOLIQUE SAINT JEAN BAPTISTE DE LASALE/B;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,234523;1,477946;28.724976
1645;MARITIME;VO;TOGOVILLE;TOGOVILLE;ECOLE PRIMAIRE CATHOLIQUE SAINT JEAN BAPTISTE DE LASALE/A;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,234951;1,478098;27.042603
1646;MARITIME;VO;TOGOVILLE;TOGOVILLE;COMPLEXE SCOLAIRE SAINT PAUL DE TOGOVILLE;EDUCATION;ECOLE PRIMAIRE;PRIVE;Bon;6,237366;1,492701;28.003906
1647;MARITIME;VO;TOGOVILLE;TOGOVILLE;COMPLEXE SCOLAIRE SAINT PAUL DE TOGOVILLE;EDUCATION;ECOLE PRIMAIRE;PRIVE;Bon;6,237003;1,492865;28.724976
1648;MARITIME;VO;TOGOVILLE;BADOUGBE-GBLEDJI;ECOLE PRIVEE BAPTISTE CALVARIA;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Mauvais;6,243202;1,501376;14.545532
1650;MARITIME;VO;TOGOVILLE;BADOUGBE ADJOME;EPP DE BADOUGBE GROUPE A;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,238044;1,513838;21.515015
1651;MARITIME;VO;TOGOVILLE;BADOUGBE ADJOME;EPP BADOUGBE GROUPE B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,238023;1,514406;21.515015
1655;MARITIME;VO;TOGOVILLE;BADOUGBE-KETA;EPP BADOUGBE-KETA;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,239057;1,522249;27.76355
1657;MARITIME;VO;TOGOVILLE;KETA AGBANTO-KOPE;EPP DE KETA-AGBANTO-KOPE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,239231;1,530564;14.305298
1658;MARITIME;VO;TOGOVILLE;BADOUGBE;ECOLE PRIMAIRE CATHOLIQUE DE BADOUGBE;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,237587;1,516705;15.506958
1659;MARITIME;VO;AKOUMAPE;AKATSAN;EPP AKATSAN;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,427888;1,459826;84.240601
1660;MARITIME;VO;AKOUMAPE;GNITA;ECOLE PRIMAIRE CATHOLIQUE DE GNITA;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Mauvais;6,452218;1,457347;69.099976
1661;MARITIME;VO;AKOUMAPE;GNITA;EPP GNITA-APEYEME GROUPE A;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,450475;1,45222;91.690674
1662;MARITIME;VO;AKOUMAPE;GNITA;EPP GNITA APEYEME GROUPE B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,450494;1,451858;91.690674
1666;MARITIME;VO;AKOUMAPE;MADJA;EPP MADJA;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,459254;1,456629;74.627441
1667;MARITIME;VO;AKOUMAPE;ASSO-ATSANVE;EPP ASSO-ATSANVE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,463473;1,470908;69.340332
1668;MARITIME;VO;AKOUMAPE;ASSO-APEGAN;EPP ASSO-APEGAN;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,468306;1,474421;87.124512
1670;MARITIME;YOTO;KINI-KONDJI;BEDJEME;EPP BEDJEME;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,60304;1,531556;39.299316
1671;MARITIME;YOTO;KINI-KONDJI;KINI-KONDJI;EPP KINI-KONDJI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,606057;1,541261;37.616943
1672;MARITIME;YOTO;KINI-KONDJI;KINI-KONDJI;EPP KINI-KONDJI GROUPE B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,605969;1,540961;36.415405
1673;MARITIME;YOTO;TOKPLI;ASSOU-KONDJI;EPP ASSOU-KONDJI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,620984;1,563943;25.840942
1674;MARITIME;YOTO;TOKPLI;SIKA-KONDJI;ECOLE PRIMAIRE BAPTISTE EL SHADAI;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Mauvais;6,633451;1,585662;33.291138
1675;MARITIME;YOTO;TOKPLI;AKLADJENOU;EPP AKLADJENOU;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,604766;1,61707;24.639282
1676;MARITIME;YOTO;TOKPLI;ADABIAM;EPP ADABIAM;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,650905;1,59833;37.8573
1679;MARITIME;YOTO;TOKPLI;TRIME;EPP TRIME;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,604931;1,60767;19.111816
1680;MARITIME;YOTO;TOKPLI;MONENOU;EPP MONENOU;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,626292;1,550298;44.105957
1681;MARITIME;YOTO;TOKPLI;ATAKPAMEDE;ECOLE PRIMAIRE PUBLQUE ATAKPAMEDE CENTRE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,636712;1,559382;41.942871
1683;MARITIME;YOTO;TOKPLI;AFIKOU-KONDJI;EPP AFIKOU-KONDJI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,645224;1,557041;45.788208
1684;MARITIME;YOTO;TOKPLI;SEVA-TOPEGLO-KONDJI;EPP SEVA-TOPEGLO-KONDJI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,658266;1,567074;48.672119
1685;MARITIME;YOTO;TOKPLI;MESSEKO-KONDJI;EPP MESSEKO-KONDJI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,669104;1,549739;72.224121
1686;MARITIME;YOTO;GBOTO;GBOTO VODOUPE;ECOLE PRIMAIRE PUBLIQUE CENTRALE DE GBOTO VODOUPE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,673371;1,525556;91.690674
1688;MARITIME;YOTO;GBOTO;GBOTO KLOLHOME;EPP DE GBOTO VODOUPE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,669251;1,519071;101.544189
1692;MARITIME;YOTO;AMOUSSIME;AMETONOU KONDJI;EPP AMETONOU KONDJI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,628145;1,516605;71.503174
1693;MARITIME;YOTO;AMOUSSIME;TONA KONDJI;EPP TONA KONDJI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,643908;1,532986;66.456299
1695;MARITIME;YOTO;AMOUSSIME;AKONDA CENTRE;ECOLE PRIMAIRE PUBLIQUE AKONDA CENTRE GROUPE B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,650961;1,541252;60.207886
1696;MARITIME;YOTO;AMOUSSIME;AKONDA CENTRE;ECOLE PRIMAIRE PUBLIQUE AKONDA CENTRE GROUPE A;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,650746;1,540846;57.804565
1697;MARITIME;YOTO;AMOUSSIME;GNAWOEME CENTRE;EPP GNAWOEME CENTRE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,634219;1,537056;51.55603
1698;MARITIME;YOTO;AMOUSSIME;TANOU;EPP TANOU;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,619608;1,532801;42.663818
1700;MARITIME;YOTO;GBOTO;GBOTO-ASSIGAME;ECOLE PRIMAIRE METHODISTE DE GBOTO-ASSIGAME;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Mauvais;6,662908;1,500969;93.373047
1701;MARITIME;YOTO;GBOTO;GBOTO-ASSIGAME;EPP GBOTO-ASSIGAME N°2;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,671907;1,498457;76.309814
1703;MARITIME;YOTO;GBOTO;AYANOU KONDJI;EPP AYANOU KONDJI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,684393;1,495227;80.635742
1704;MARITIME;YOTO;GBOTO;GBOTO KOSSIDAME;EPP GBOTO KOSSIDAME;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,678707;1,483385;99.140869
1705;MARITIME;YOTO;GBOTO;GBOTO KOSSIDAME;ECOLE PRIMAIRE CATHOLIQUE DE GBOTO KOSSIDAME;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,67813;1,480414;107.312012
1707;MARITIME;YOTO;GBOTO;GBOTO KOSSIDAME;COMPLEXE SCOLAIRE METHODISTE DE GBOTO KOSSIDAME;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Mauvais;6,684823;1,483609;98.660278
1709;MARITIME;YOTO;KOUVE;KOUVE;ECOLE PRIMAIRE CATHOLIQUE DE KOUVE ATRAN;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Mauvais;6,668847;1,420573;148.167847
1710;MARITIME;YOTO;KOUVE;KOUVE;EPP DE KOUVE  BADOUGBE GROUPE A;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,664738;1,420469;149.609741
1711;MARITIME;YOTO;KOUVE;KOUVE;EPP DE KOUVE  BADOUGBE GROUPE B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,664949;1,420451;152.013062
1712;MARITIME;YOTO;KOUVE;KOUVE;ECOLE PRIMAIRE EVANGELIQUE LE SALUT;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Mauvais;6,665772;1,419299;153.695313
1713;MARITIME;YOTO;KOUVE;KOUVE;ECOLE PRIMAIRE CATHOLIQUE BEHANI GROUPE C;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,660129;1,415229;156.81958
1716;MARITIME;YOTO;KOUVE;KOUVE;ECOLE PRIMAIRE CATHOLIQUE BEHANI GROUPE A;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,659266;1,412365;156.81958
1717;MARITIME;YOTO;KOUVE;KOUVE;ECOLE PRIMAIRE CATHOLIQUE BETHANI GROUPE B;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,659084;1,41239;155.137207
1718;MARITIME;YOTO;KOUVE;KOUVE;COMPLEXE SCOLAIRE BENEDICTA;EDUCATION;ECOLE PRIMAIRE;PRIVE;Bon;6,658881;1,40773;164.269775
1719;MARITIME;YOTO;KOUVE;KOUVE-GBOLI;ECOLE PRIMAIRE CATHOLIQUE DE KOUVE GBOLI;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,657467;1,403117;168.355225
1723;MARITIME;YOTO;ZAFI;ADIKPE;ECOLE PRIMAIRE CATHOLIQUE SAINT PIERE ET PAUL D'ADIKPE;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Mauvais;6,681549;1,343734;96.25708
1724;MARITIME;YOTO;ZAFI;CONTA;EPP YOTO CONTA;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,700251;1,329883;89.047119
1726;MARITIME;ZIO;GBATOPE;GATI-AGODOU;EPC GATI-AGODOU;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,497487;1,323441;53.959351
1727;MARITIME;ZIO;GBATOPE;ADANGBE;ECOLE PRIMAIRE PUBLIQUE D'ADANGBE GROUPE A;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,523648;1,295484;71.022583
1728;MARITIME;ZIO;GBATOPE;ADANGBE;ECOLE PRIMAIRE PUBLIQUE D'ADANGBE GROUPE B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,52324;1,295452;73.906494
1730;MARITIME;ZIO;GBATOPE;KPEVE;EPP ADANGBE KPEVE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,557386;1,268344;87.845459
1731;MARITIME;ZIO;GBATOPE;LAKOTO;EPP ADANGBE LAKOTO;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,562641;1,289787;68.378906
1732;MARITIME;ZIO;GBATOPE;HAVE;ECOLE PRIMAIRE CATHOLIQUE DE HAVE GROUPE A;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,495116;1,253757;83.03894
1733;MARITIME;ZIO;GBATOPE;HAVE;ECOLE PRIMAIRE CATHOLIQUE DE HAVE GROUPE B;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,495351;1,253636;82.55835
1734;MARITIME;ZIO;GBATOPE;HAVE;ECOLE PRIMAIRE EVANGELIQUE DE HAVE;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Mauvais;6,498337;1,254276;88.085815
1735;MARITIME;ZIO;GBATOPE;GBATOPE;ECOLE PRIMAIRE CATHOLIQUE DE GBATOPE GROUPE A;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,448807;1,263172;64.533691
1736;MARITIME;ZIO;GBATOPE;GBATOPE;ECOLE PRIMAIRE CATHOLIQUE DE GBATOPE GROUPE B;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,44851;1,262944;62.37085
1737;MARITIME;ZIO;GBATOPE;GBATOPE;ECOLE PRIMAIRE PUBLIQUE DE GBATOPE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,448796;1,263607;66.696655
1738;MARITIME;ZIO;GBATOPE;GBATOPE;ECOLE PRIMAIRE PUBLIQUE DE GBATOPE GROUPE B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,448829;1,263895;66.216064
1741;MARITIME;AVE;AKEPE;YIDAVE;EPP YIDAVE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,201242;1,079977;22.957031
1742;MARITIME;AVE;BADJA;BAGBE ROUTE;EPP BAGBE ROUTE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,339362;0,999867;68.859619
1744;MARITIME;AVE;BADJA;DOKPLALA;EPP AGOVE-DOKPLALA;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,345051;0,980924;87.605103
1745;MARITIME;AVE;BADJA;DOKPLALA;ECOLE PRIMAIRE CATHOLIQUE DOKPLALA;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Mauvais;6,350449;0,979957;92.171509
1746;MARITIME;AVE;TOVEGAN;TOVEGAN;EPP TOVEGAN GROUPE A;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,563895;0,890205;116.925171
1747;MARITIME;AVE;TOVEGAN;TOVEGAN;EPP TOVEGAN GROUPE B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,564086;0,890255;116.684814
1750;MARITIME;AVE;TOVEGAN;TOVEGAN;ECOLE PRIMAIRE CATHOLIQUE TOVEGAN;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,571376;0,896851;108.754028
1751;MARITIME;AVE;TOVEGAN;DZIKOKPUI;ECOLE PRIMAIRE PUBLIQUE DE DZIDOKPUI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,558073;0,907003;117.886475
1752;MARITIME;AVE;TOVEGAN;AGBESSIA;EPP AGBESSIA;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,57018;0,917705;99.140869
1754;MARITIME;AVE;TOVEGAN;AVEGO;EPP AVEGO;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,58442;0,959723;91.93103
1755;MARITIME;AVE;TOVEGAN;HEKPE;EPP DE HEKPE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,620702;0,921775;124.856079
1757;MARITIME;AVE;TOVEGAN;DIDRIVE;EPP DIDRIVE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,634302;0,910838;133.988403
1758;MARITIME;AVE;ASSAHOUN + ANDO;ASSAHOUN;ECOLE PRIMAIRE CATHOLIQUE ATTI -ATOVOU;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,551412;0,869106;131.104492
1759;MARITIME;AVE;ASSAHOUN + ANDO;ATTI-ATOVOU;EPP ATTI-ATOVOU;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,5513;0,864492;130.623901
1761;MARITIME;AVE;ASSAHOUN + ANDO;ATTI-TOMEFA;EPP ATTI-TOMEFA;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,571909;0,844137;144.322632
1762;MARITIME;AVE;ASSAHOUN + ANDO;NYAMESSIVA;EPP NYAMESSIVA;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,583572;0,852596;138.314331
1763;MARITIME;AVE;ASSAHOUN + ANDO;ATTI-ELIO;EDIL ATTI-ELIO;EDUCATION;EDIL;COMMUNAUTAIRE;Mauvais;6,583705;0,877425;132.786865
1764;MARITIME;AVE;ASSAHOUN + ANDO;AVEDZETA;ECOLE PRIMAIRE PUBLIQUE D'AVEDZETA;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,540612;0,870607;122.21228
1766;MARITIME;AVE;ASSAHOUN + ANDO;ATTI-TOUWUI;ECOLE PRIMAIRE PUBLIQUE D'ATTI-TOUWUI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,518379;0,892691;117.165527
1767;MARITIME;AVE;ASSAHOUN + ANDO;ATTINUFOE;EPP ATTINUFOE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,492102;0,898528;117.886475
1768;MARITIME;AVE;ASSAHOUN + ANDO;MEKOVIADE;EPP MEKOVIADE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,479184;0,902258;119.809082
1769;MARITIME;AVE;DZOLO;TSIVIEPE/YOPE;EPP YOTSI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,388312;0,940575;90.489136
1770;MARITIME;AVE;DZOLO;TODOME;EPP TODOME;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,373986;0,952584;74.387085
1771;MARITIME;AVE;DZOLO;AGBEDOEKOPE;EPP AGBEDOEKOPE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,413098;0,941051;85.682495
1772;MARITIME;ZIO;KOVIE;KOVIE-SEVEXO;ECOLE PRIMAIRE CATHOLIQUE DE KOVIE-SEVEXO;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,325884;1,053032;101.063477
1773;MARITIME;ZIO;KOVIE;KOVIE-DJEMEKEY;ECOLE PRIMAIRE APOSTOLIQUE EVANGELIQUE DE DJEMEKEY;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Mauvais;6,3262;1,048586;99.861938
1775;MARITIME;ZIO;KOVIE;SEVEXO;EPP KOVIE-SEVEXO GROUPE A;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,32576;1,047714;100.582886
1776;MARITIME;ZIO;KOVIE;SEVEXO;EPP KOVIE-SEVEXO GROUPE B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,326033;1,047731;97.458618
1779;MARITIME;ZIO;KOVIE;KOEPEDO;EPP KOVIE-KOEPEDO;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,316208;1,055821;94.574707
1781;MARITIME;ZIO;KOVIE;TEDO;EPC TEDO;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,310281;1,07201;96.016724
1782;MARITIME;ZIO;KOVIE;ATIDE;ECOLE PRIMAIRE PUBLIQUE DE KOVIE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,297927;1,068129;79.914673
1786;MARITIME;ZIO;MISSION-TOVE;MISSION TOVE;ECOLE PRIMAIRE EVANGELQUE DE MISSION TOVE DIOSE;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,326238;1,118059;66.216064
1787;MARITIME;ZIO;MISSION-TOVE;MISSION TOVE;ECOLE PRIMAIRE PRESBYTERIENNE DE MISSION TOVE KPEME;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,319608;1,126485;68.619263
1788;MARITIME;ZIO;MISSION-TOVE;APESITO;ECOLE PRIMAIRE CATHOLIQUE KRISO APESITO;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,288635;1,139064;63.57251
